Location,Production,Startup
Basel,47.4,15.12.11
Satigny,47.5,25.06.15
Giswil,47.5,21.05.13
Wuppenau,47.8,20.12.11
Sempach,47.8,11.06.14
Oerlingen,47.8,10.12.14
Oberstetten,47.8,29.09.12
Lützelflüh,47.9,14.12.09
Bätterkinden,47.9,23.12.13
Porrentruy,48,09.07.08
Seewen,48,22.01.09
Les Bois,48,10.09.10
Arth,48,15.12.11
Sion,48,14.04.11
Bolken,48,13.09.11
Bellach,48,21.03.12
Collonge Bellerive,48,30.05.12
Thalwil,48.1,18.12.13
Rotkreuz,48.2,16.05.11
Münchenstein,48.3,21.12.10
Bellinzona,48.4,02.06.09
Grüsch,48.6,20.12.10
Schwyz,48.6,11.10.11
Widnau,48.6,30.10.13
Wildhaus,48.6,23.11.11
Murzelen,48.6,07.11.11
Onex,48.7,14.11.10
Tenniken,48.7,02.12.11
Eggiwil,48.7,05.11.09
Rickenbach SZ,48.8,20.06.12
Lumbrein,48.8,28.10.11
Bern,48.8,22.12.10
Lausanne,48.8,16.12.13
Märstetten,49,26.01.16
Oulens-Sur-Lucens,49,21.12.12
Niederuzwil,49,21.08.12
Wagen,49,18.11.08
St. Gallenkappel,49,17.12.14
Basel,49,25.11.13
Rain,49,14.10.11
Steinach,49.1,24.04.12
Oetwil am See,49.1,01.12.11
Marthalen,49.1,30.05.09
Basel,49.1,18.12.09
Uettligen,49.1,09.12.11
Zernez,49.1,30.09.15
Brissago,49.1,15.06.12
Biel-Benken,49.2,28.02.12
Lengwil,49.3,03.03.15
Altishofen,49.4,20.12.11
Schwyz,49.5,05.07.12
Les Hauts-Geneveys,49.5,15.12.11
Kleinlützel,49.5,22.12.11
Andwil,49.6,18.11.12
Tscherlach,49.6,06.12.11
Zäziwil,49.8,29.08.13
Porrentruy,49.8,25.09.15
Büsserach,49.9,23.12.11
Schinznach-Dorf,49.9,22.12.10
Uttigen,49.9,29.05.13
Mathod,50,20.12.11
Adelboden,50,27.09.12
Rickenbach,50.2,23.03.09
Saules,50.2,12.09.11
Cartigny,50.2,17.12.09
Berg am Irchel,50.2,19.07.11
Moosseedorf,50.2,21.11.08
Zuchwil,50.3,20.05.11
Morges,50.4,17.03.09
Rhäzüns,50.4,18.12.09
Port,50.4,04.09.09
Yverdon-les-Bains,50.4,05.04.11
Lenzerheide,50.4,15.11.13
Bassins,50.4,21.11.13
Cham,50.4,26.09.12
Wabern,50.5,07.06.15
Schwanden,50.5,30.03.15
Herisau,50.5,17.10.11
Schinznach-Dorf,50.5,14.10.10
Lungern,50.6,10.11.09
Liebefeld,50.6,20.05.12
Schneisingen,50.6,28.09.16
Yverdon-les-bains,50.6,02.12.11
Uesslingen,50.7,07.03.08
Oberegg,50.7,20.07.08
Grimisuat,50.7,10.11.08
Riazzino,50.7,28.09.12
Bärschwil,50.7,25.06.12
Thundorf,50.8,07.09.11
Dieterswil,50.9,30.09.16
Wil,50.9,16.12.11
Lyss,50.9,09.06.10
Baar,51,12.05.12
Güttingen,51,05.03.09
Emmenbrücke,51,29.12.10
Luzern,51,07.11.12
Arth,51,03.08.12
Selzach,51,30.12.10
Tägerwilen,51,01.01.15
Hofstatt,51,02.05.12
Hüttwilen,51,01.10.13
Erlenbach,51.1,02.12.09
Rafz,51.1,03.10.11
Suchy,51.2,20.12.12
Bedigliora,51.2,19.12.13
Endingen,51.2,10.12.10
Buch am Irchel,51.2,08.11.13
Thônex,51.3,31.03.10
Baar,51.3,26.06.15
Wünnewil,51.3,18.09.15
Ebnat-Kappel,51.3,17.09.15
Thayngen,51.4,06.09.07
Surcuolm,51.4,08.01.15
Zug,51.4,01.03.16
Granges,51.5,17.07.12
Wildhaus,51.5,19.08.15
St. Gallen,51.5,15.11.11
Gähwil,51.5,11.03.15
Zuckenriet,51.6,06.01.09
Gossau,51.6,22.09.11
Grenchen,51.7,18.11.11
Schangnau I.E.,51.8,25.09.12
Sempach,51.8,28.05.09
Zürich,51.8,18.09.13
Camorino,51.8,12.10.09
Madiswil,51.9,06.10.11
Dätwil,52,03.06.11
Wohlenschwil,52,26.03.09
Renens,52,23.12.13
Neuenegg,52,29.07.11
Langenthal,52,24.09.14
Le Mont-sur-Lausanne,52,06.09.13
Bözen,52,26.03.15
Maienfeld,52,30.03.15
Horw,52.2,13.06.08
Basel,52.2,22.12.10
Thalheim,52.2,30.09.16
Gams,52.3,08.06.09
Ebnat-Kappel,52.5,17.08.15
Haslen,52.5,05.12.12
Beringen,52.6,25.10.11
Wäldi,52.7,02.07.12
La Ferrière,52.8,17.04.08
Hünenberg See,52.8,18.11.11
Deitingen,52.8,29.09.11
Saint-Pierre-de-Clage / Chamoson,52.8,30.03.16
Herznach,52.8,30.12.13
Wängi,52.9,04.11.09
Genève,53,20.07.07
Castel S. Pietro,53,10.09.10
Bern,53,30.11.11
Kleinwangen,53,10.12.14
Abtwil,53,24.03.15
Savigny,53.1,18.12.09
Geuensee,53.2,22.06.12
Lupsingen,53.2,29.05.12
Frutigen,53.3,12.05.11
Willisau,53.4,27.08.12
Selzach,53.5,30.12.10
Cresta (Avers),53.5,07.11.14
Mont-Crosin,53.6,16.11.11
Muolen,53.6,13.02.09
Hildisrieden,53.6,26.06.12
Luzern,53.6,05.12.11
Sennwald,53.6,01.05.12
Valendas,53.6,07.11.13
Oberthal,53.6,25.10.11
Emmen,53.8,20.03.15
Gonten,53.8,21.12.11
Samstagern,53.8,10.11.11
Hörhausen,53.8,12.12.11
Pigniu,53.9,30.09.14
Männedorf,54,15.01.15
Meilen,54,08.11.13
Rebévelier,54,14.09.11
Abtwil,54,31.03.12
Diessbach,54,10.09.12
Sumiswald,54.1,20.05.11
Schwyz,54.2,24.10.09
Neuendorf,54.3,21.10.11
Ried bei Kerzers,54.3,23.12.11
Tavanasa,54.5,08.01.15
Erlen,54.5,29.08.11
Knonau,54.5,13.03.07
Lausanne,54.6,26.06.15
Trimmis,54.6,10.11.14
Zizers,54.6,15.10.14
Zug,54.6,29.09.15
Ins,54.7,02.05.12
Freidorf,54.8,30.10.14
Güttingen,54.8,23.02.09
Lenzburg,54.8,01.06.09
Basel,54.8,15.12.09
Nussbaumen,54.9,23.12.11
Neuenkirch,54.9,30.07.11
Wohlen bei Bern,55,28.05.09
Uerikon,55,11.09.12
Basel,55,14.12.09
Basel,55,31.08.10
Wegenstetten,55,30.09.14
Frauenfeld,55.1,01.11.13
Küblis,55.1,28.08.14
Gempen,55.1,16.05.12
Meienried,55.1,01.03.13
Mendrisio,55.1,13.12.13
Schenkon,55.1,28.09.12
Flueelen,55.2,28.05.09
Beromuenster,55.2,26.11.10
Oberuzwil,55.2,21.11.11
Grandson,55.4,28.06.12
Sonnental,55.4,29.07.16
Wängi,55.4,30.03.15
Guntershausen b. Aadorf,55.6,22.12.11
Uitikon,55.7,11.03.15
Jonen,55.7,17.11.11
Zuzwil,55.8,09.07.10
Merlischachen,55.8,15.12.11
Mühleberg,55.8,07.12.11
Detligen,55.9,28.02.12
Ebnet,55.9,28.10.11
Trübbach,55.9,08.11.13
Wittenbach,55.9,31.01.12
Elgg,56,19.07.11
Schüpfen,56,08.12.11
Belp,56.1,23.06.15
Oschwand,56.1,08.10.10
Davos Dorf,56.2,26.03.15
Hofstetten,56.2,21.12.11
Oensingen,56.2,04.11.11
Chiasso,56.2,20.04.12
Wilchingen,56.2,04.12.13
Erstfeld,56.3,04.11.11
Wuppenau,56.3,04.12.13
Surcuolm,56.4,28.08.15
Bern,56.4,14.11.11
Russikon,56.4,26.08.14
Uster,56.6,30.09.11
Ruswil,56.6,21.09.12
Niederbipp,56.6,20.12.10
Lausen,56.6,29.11.11
Rheinfelden,56.6,05.05.14
Rheinfelden,56.6,05.05.14
Hirzel,56.7,20.06.12
Entlebuch,56.7,08.09.11
Herisau,56.7,20.09.13
Frauenfeld,56.7,03.12.13
Andwil,56.7,12.11.14
Mümliswil-Ramiswil,57,29.09.15
Benzenschwil,57,19.02.09
Bonstetten,57,19.05.12
Trogen,57,03.06.15
Escholzmatt,57,22.12.11
Aigle,57.1,09.03.10
Mümliswil,57.1,13.02.15
Lyssach,57.2,19.11.08
Bachs,57.2,26.03.15
Laufen,57.2,31.03.15
Hünenberg,57.2,07.01.15
Kriens,57.2,08.11.11
Trub,57.3,20.12.11
St-George,57.3,07.11.11
La Comballaz,57.3,19.10.11
Gähwil,57.4,30.07.11
Hilfikon,57.4,23.07.14
Benken,57.5,20.12.13
Furna,57.5,09.03.15
Naters,57.5,06.07.12
Ersigen,57.5,23.01.12
Hüttwilen,57.6,30.06.17
Gipf-Oberfrick,57.6,17.12.12
Arezen,57.6,29.08.11
Démoret,57.7,03.09.12
Schleitheim,57.8,12.12.13
Appenzell,57.8,07.11.08
Hindelbank,57.8,22.12.11
Hinterfultigen,57.8,27.10.11
Schwadernau,57.8,01.11.11
Itingen,57.8,09.06.09
Itingen,57.8,09.06.09
Rabius,57.8,08.10.11
Messen,57.8,15.12.11
Hüttikon,58,30.03.17
Steckborn,58.1,30.04.12
Aeschi,58.2,28.11.11
Hilfikon,58.2,23.07.14
Bernex,58.2,02.11.09
Grenchen,58.3,01.12.11
Le Grand-Saconnex,58.3,22.12.10
Kaltbrunn,58.3,13.12.13
Sumiswald,58.3,25.08.11
Wittenbach,58.3,30.04.12
Remetschwil,58.4,17.02.09
Muri,58.5,13.11.09
Hohenrain,58.5,16.11.11
Ormalingen,58.5,09.12.11
Hauenstein,58.5,31.12.10
Dättlikon,58.6,17.12.13
Sempach,58.6,12.09.14
Basel,58.8,02.05.12
Bonaduz,58.9,18.12.14
Wolhusen,58.9,18.01.12
Kloten,59,21.12.12
Kirchberg,59,06.07.15
Trogen,59.1,30.08.07
Eichberg,59.2,03.06.11
Amriswil,59.2,24.06.13
Sax,59.3,28.09.12
Fislisbach,59.4,30.09.16
Obernau,59.4,17.04.13
Zug,59.4,01.03.16
Kleindietwil,59.4,28.11.12
Kägiswil,59.4,16.06.16
Eggiwil,59.5,26.09.12
Schwanden,59.5,03.07.13
Spreitenbach,59.5,30.09.16
Aigle,59.6,28.08.12
Leibstadt,59.6,28.09.11
Sissach,59.7,14.11.11
Obersaxen,59.8,12.12.11
Zell,59.8,27.02.12
Selzach,59.9,27.02.12
Basel,59.9,04.10.11
Oberegg,60,19.12.11
Oberried am Brienzersee,60,29.11.11
Basel,60,31.08.10
Ins,60,26.08.11
Krinau,60,11.03.15
Lenggenwil,60,07.01.15
Maschwanden,60,27.02.12
Glarus,60,01.07.12
Rheinfelden,60.1,17.05.10
Buchs,60.1,30.07.10
Frauenfeld,60.1,18.06.15
Genthod,60.2,22.12.11
Sempach,60.3,18.03.15
Mühleberg,60.3,21.12.11
Hermetschwil-Staffeln,60.4,16.12.13
Herdern,60.5,25.03.15
Rueun,60.5,28.02.12
Ueberstorf,60.6,20.12.11
Ftan,60.7,24.09.12
Wiedlisbach,60.8,30.03.16
Egnach,60.9,06.02.09
Oberriet,60.9,27.11.09
Wangs,61,24.08.11
Naters,61,13.09.12
La Chaux-de-Fonds,61,15.12.11
Wittnau,61.1,30.12.13
Wernetshausen,61.1,05.06.12
Thun,61.2,20.12.13
Baar,61.2,20.12.13
Seeberg,61.2,10.05.12
Hörhausen,61.3,02.01.15
Schötz,61.3,16.08.11
Trogne,61.4,22.09.14
Düdingen,61.4,20.02.09
Ichertswil,61.4,22.08.11
Dallenwil,61.5,07.08.12
Le Brassus,61.5,12.07.12
Lotzwil,61.6,18.02.14
Moerschwil,61.6,25.09.15
Wetzikon,61.6,07.11.08
Beggingen,61.6,20.03.15
Rüegsbach,61.6,20.12.11
Veltheim,61.6,07.08.14
Lavin,61.6,13.09.14
Rickenbach,61.7,11.11.09
Vernier,61.7,29.01.10
Zollikofen,61.7,30.11.13
Niederuzwil,61.8,27.02.12
Fanas,61.9,25.10.11
Laax,61.9,30.03.15
Breitenbach,62,01.10.11
Edlibach,62,02.10.14
Gommiswald,62,20.09.12
Tafers,62.1,27.07.09
Flawil,62.2,27.09.14
Bex,62.2,05.11.13
Sent,62.3,01.12.11
Ebnat-Kappel,62.3,24.11.11
Rafz,62.4,16.12.13
Mühlau,62.4,23.12.14
Cadro,62.4,14.12.11
Wald,62.4,12.03.15
Mellikon,62.4,28.02.12
Vaz/Obervaz,62.6,01.06.11
Rohrbach,62.6,18.11.11
Rüeggisberg,62.6,31.03.17
Menznau,62.7,22.09.15
Pfäffikon,62.7,26.10.12
Marbach,62.7,02.09.13
Rohrbach,62.7,08.12.11
Tuttwil,62.8,01.06.08
Zollikerberg,62.8,19.09.11
Perly-Certoux,62.8,05.07.10
Haslen,62.9,26.09.08
Leibstadt,63,23.08.13
Troistorrents,63,01.06.09
Wichtrach,63,15.11.09
Bubendorf,63,01.10.13
Mörschwil,63,10.01.15
Lanzenhäusern,63,18.10.13
Ipsach,63.1,03.04.09
Homburg,63.2,09.09.11
Ramsen,63.2,09.09.11
Malters,63.2,14.10.13
Zürich,63.2,18.09.13
Untersiggenthal,63.3,27.02.12
Zunzgen,63.4,15.09.08
Marin-Epagnier,63.4,07.04.09
Romanel-sur-Lausanne,63.5,01.06.12
Küblis,63.5,20.12.11
Ebersecken,63.5,09.06.13
Arezen,63.6,16.01.15
Puidoux,63.6,28.09.12
Ftan,63.6,08.12.10
Winterthur,63.6,18.08.11
Ballwil,63.6,24.03.16
Schlieren,63.6,10.07.12
Ernen,63.7,15.06.12
Goldingen,63.8,14.07.12
Eriswil,63.8,20.02.12
Ebnat-Kappel,63.8,12.08.11
Schönried,63.8,22.06.12
Samedan,63.9,31.12.10
Matzendorf,64,19.12.13
Flumserberg,64,13.11.08
Mötschwil,64,08.12.11
Hagendorn,64,30.10.09
Ziegelbrücke,64,27.02.15
Altstätten,64.1,11.11.11
Ballwil,64.1,29.10.13
Le Noirmont,64.2,31.05.09
Elsau,64.2,09.04.10
Hildisrieden,64.2,16.09.15
Au,64.2,30.09.15
Adligenswil,64.3,14.09.12
Rheinfelden,64.3,05.05.14
Rheinfelden,64.3,05.05.14
Belfaux,64.3,26.06.12
Sünikon,64.4,16.06.11
Andhausen,64.4,19.11.09
Ernetschwil,64.4,16.12.13
Weite,64.6,27.02.12
Gossau,64.6,19.10.11
Uetendorf,64.8,20.05.09
Bachs,64.8,05.10.11
Lyss,64.8,30.06.13
Thayngen,64.8,23.09.16
Goldingen,64.8,30.03.15
Bremgarten,64.9,12.12.13
Bischofszell,65,08.08.12
Heiden,65,27.09.12
Schattdorf,65,27.09.12
Marly,65.1,27.12.13
Aetigkofen,65.2,20.12.12
Seelisberg,65.3,16.02.15
Thalwil,65.3,18.12.13
Effretikon,65.3,16.11.11
Dättlikon,65.3,07.08.12
Mamishaus,65.3,17.12.13
Ennetmoos,65.4,22.08.08
Buchs,65.4,10.10.08
Hatswil,65.4,08.12.11
Heitenried,65.5,07.09.10
Gossau,65.5,22.11.11
Rüthi,65.5,31.03.16
Gals,65.5,24.02.12
Diepoldsau,65.7,03.05.10
Wildhaus,65.8,09.09.15
Longirod,65.8,05.07.13
Mattstetten,65.8,24.09.13
Kölliken,65.8,02.12.11
Berg TG,66,06.12.11
Oberuzwil,66,16.11.12
Utzenstorf,66,29.09.15
Kirchberg,66.1,05.01.15
Aesch,66.2,07.09.12
Oppligen,66.3,28.05.08
Auswil,66.3,16.12.11
Cottens,66.5,30.08.12
Muri,66.5,15.12.11
Sion,66.5,19.06.12
Pampigny,66.5,29.09.15
Allschwil,66.7,02.05.11
Schongau,67,10.10.10
Vicques,67,21.06.12
Gstaad,67,26.05.09
Wängi,67,05.12.11
Bonstetten,67,31.07.13
Seedorf,67,05.11.11
Steffisburg,67.1,22.02.12
Mels,67.1,19.12.11
Erlenbach,67.2,02.12.09
Oberiberg,67.2,05.01.15
Wolfertswil,67.2,05.12.16
Homburg,67.3,15.12.13
Seon,67.5,01.03.09
Gossau,67.5,28.05.08
Yverdon-les-Bains,67.5,11.11.09
Wauwil,67.5,01.01.17
Le Cerneux-Veusil,67.5,25.06.08
Le Cerneux-Veusil,67.5,25.06.08
Les Ponts-de-Martel,67.8,19.12.13
Wittnau,67.9,04.06.12
Schönengrund,67.9,14.10.14
Andelfingen,68,28.02.13
Puidoux,68,13.08.09
Carrouge,68,24.02.09
Lohn-Ammannsegg,68.2,29.09.15
Le Prese,68.4,18.12.13
Wattwil,68.4,27.10.14
Grossaffoltern,68.4,30.06.16
Reinach,68.5,23.09.15
Raron,68.6,14.11.13
Baar,68.6,13.11.14
Schaffhausen,68.6,08.05.13
Zweisimmen,68.6,08.12.11
Muri,68.6,17.03.15
Zell,68.6,04.03.15
Galmiz,68.6,20.06.16
Klingnau,68.7,27.09.12
Paspels,68.7,01.01.09
Cham,68.7,21.09.09
Niederhasli,68.9,17.08.12
Domat / Ems,68.9,10.11.09
Steinach,68.9,29.01.15
Vuarrens,68.9,08.12.11
Le Monr-sur-Lausanne,68.9,25.09.12
Steinhuserberg,68.9,10.10.13
Engelburg,69.1,22.06.12
Zollikofen,69.1,04.11.11
Baden,69.1,22.11.10
Rüedisbach,69.1,28.02.12
Dulliken,69.1,22.12.11
Dürnten,69.2,20.12.13
Cresta (Avers),69.2,27.09.12
St.Gallen,69.3,16.01.09
Zuzwil,69.3,05.07.13
Zuzwil,69.3,05.07.13
Ebikon,69.4,29.06.15
Sins,69.4,23.12.11
Steckborn,69.6,24.06.13
Schlieren,69.6,31.03.17
Einsiedeln,69.6,19.12.11
Lamboing,69.7,05.12.13
Russikon,69.8,22.12.14
Trasadingen,69.8,04.03.08
Cimalmotto,69.9,22.08.12
Wald,70,28.10.14
Wohlen,70,25.06.13
Delémont,70,24.09.12
Les Moulins,70,07.08.09
Porrentruy,70,24.09.12
Steinhuserberg,70,29.12.11
Petit-Lancy,70,27.07.09
Echandens,70.2,23.12.13
Basel,70.2,26.05.10
Kerns,70.2,11.09.14
Praden,70.2,30.09.16
Wohlen b. Bern,70.2,18.06.12
Würenlos,70.3,05.05.11
Fanas,70.4,15.08.11
Aesch,70.4,27.03.15
Stans,70.5,19.08.11
Gossau,70.5,16.08.11
Altdorf,70.5,25.07.16
Murzelen,70.6,11.06.12
Olten,70.6,28.12.11
Dottikon,70.6,21.12.12
Sirnach,70.7,14.01.15
Ursenbach,70.8,14.09.11
Saxon,70.8,22.12.11
La Chaux-De-Fonds,70.8,20.11.14
Trachslau,70.9,12.03.15
Kesswil,70.9,28.12.11
Ottikon b. Kempthal,70.9,02.09.11
Lieli,71.2,26.01.16
Gams,71.3,29.10.13
Seengen,71.3,18.04.13
Ernetschwil,71.4,07.09.11
Unterseen,71.4,03.08.10
Oberthal,71.4,24.12.13
Brugg,71.4,24.03.14
Schwarzenbach,71.4,30.07.12
Gunzgen,71.4,20.12.11
Thayngen,71.5,26.11.14
Gwatt,71.6,03.10.13
Zuckenriet,71.7,29.05.09
Riedtwil,71.7,02.12.10
Niederwil,71.7,26.11.13
Mörschwil,71.8,30.10.10
Oberwil bei Büren,71.8,19.12.13
Turtmann,71.8,31.07.14
Corcelles,71.9,30.09.12
Arth,71.9,01.06.12
Braunau,71.9,13.03.17
Ruswil,72,07.03.13
Donat,72,10.12.10
Wohlen,72,28.09.16
Lax,72,15.12.11
Gais,72.1,20.11.14
Mühledorf,72.2,23.08.16
Lobsigen,72.4,28.12.11
Oberbussnang,72.4,13.07.13
Sursee,72.4,30.09.14
Opfikon,72.4,29.07.11
Rehetobel,72.6,02.04.09
Hirzel,72.6,02.07.15
Flumserberg,72.7,15.08.08
Beromünster,72.8,05.07.11
Vattiz,72.8,25.09.15
Linden,72.8,10.06.11
Neuenegg,72.8,28.01.15
Kreuzlingen,72.9,14.10.11
Gelterkinden,72.9,14.06.13
Büren an der Aare,73,15.12.11
Geltwil,73,28.09.12
Affoltern,73.1,24.09.15
Baar,73.1,30.03.16
Ried-Brig,73.1,21.06.11
Kerns,73.2,12.08.13
St. Ursen,73.4,01.11.11
Kappel,73.4,21.11.11
Kappel,73.4,21.11.11
Elgg,73.4,21.06.13
Aesch bei Neftenbach,73.5,20.12.11
Deisswil,73.5,25.07.12
Hittnau,73.6,12.10.11
Gimel,73.9,13.04.10
Russikon,73.9,08.12.11
Langnau,74,13.08.09
Fulenbach,74,20.06.11
La Roche,74.1,14.12.13
Uesslingen,74.2,14.09.15
Sarnen,74.2,04.07.17
Homburg,74.3,12.12.11
Liestal,74.3,09.12.11
Hergiswil b. Willisau,74.3,17.06.11
Trachslau,74.4,16.09.15
Erlenbach,74.4,02.12.09
Gossau,74.4,24.03.11
Schwanden,74.4,01.10.14
Beromünster,74.4,13.03.13
Hinwil,74.5,01.10.11
Gunzwil,74.5,18.09.12
Löhningen,74.6,01.09.08
Cremin,74.6,18.11.10
Au,74.6,28.06.12
Molinis,74.6,25.08.14
Waltenschwil,74.7,18.04.11
Eschenz,74.8,19.12.14
Lütisburg-Station,74.8,23.03.15
Deitingen,74.9,10.11.14
Wiezikon b. Sirnach,74.9,12.05.16
Greifensee,75,28.02.12
Burgistein,75,13.09.12
Davos Dorf,75,19.09.13
Rengg,75.1,20.11.13
Bözen,75.2,23.12.11
Sursee,75.2,30.09.14
Teufen,75.5,13.05.15
Auw,75.6,04.12.13
Schachen,75.7,22.12.09
Le Prese,75.7,03.12.14
Ormalingen,75.8,11.07.11
Heiligenschwendi,76,27.03.15
Gy,76,18.12.10
Dotzigen,76,03.01.15
Beinwil am See,76.1,27.02.12
Schönried,76.1,26.10.11
Neudorf,76.1,24.06.15
Eriz,76.3,14.09.12
Schenkon,76.3,27.08.09
Rüttenen,76.4,27.03.15
Waldkirch,76.4,21.03.12
Oberuzwil,76.4,07.08.14
Cernier,76.4,15.12.11
Küsnacht,76.6,12.11.10
Aathal-Seegräben,76.9,18.04.12
Vuarrens,77.1,29.09.12
Menznau,77.2,12.11.11
Wädenswil,77.2,26.07.11
Enggistein,77.2,30.09.15
Ranflüh,77.2,24.06.12
Grüningen,77.4,16.12.12
Hüttlingen,77.4,31.03.16
Herbligen,77.5,20.11.11
Schinznach-Dorf,77.5,30.11.13
Rheinfelden,77.5,05.05.14
Rheinfelden,77.5,05.05.14
Fully,77.6,16.08.12
Lütisburg,77.7,07.12.11
Guntalingen,77.8,04.12.13
Küblis,77.8,03.07.12
Birmenstorf,77.8,23.12.11
Birmenstorf,77.8,23.12.11
Buttisholz,77.8,28.12.12
Jenaz,77.9,29.11.11
St. Ursen,78,01.11.11
Thundorf,78,08.07.11
Rüttenen,78,30.03.15
Solothurn,78,30.03.15
Wahlen,78,14.12.13
Sonterswil,78.1,02.01.15
Gossau,78.2,07.12.11
Lax,78.2,28.12.11
Lamboing,78.3,25.09.15
Lamboing,78.3,25.09.15
Kriens,78.3,07.05.08
Zug,78.4,05.12.14
Heitenried,78.4,22.12.11
Bauma,78.4,31.10.14
Doppleschwand,78.4,20.08.12
La Ferrière,78.4,13.03.15
Flums,78.5,17.11.08
Uetikon am See,78.5,25.04.12
Kägiswil,78.5,05.12.14
Pratteln,78.5,16.04.09
Yverdon-les-bains,78.7,02.12.11
Schüpfheim,78.7,31.07.15
Eschlikon,78.8,01.11.11
Schwyz,78.8,16.11.10
Vich,79,15.05.08
Ennetmoos,79,11.06.15
Bisikon,79,18.03.15
Steinmaur,79.1,08.12.10
Beringen,79.2,14.12.11
Meyrin,79.2,26.08.08
Maur,79.2,09.05.14
Roggwil,79.3,23.12.13
Wald,79.3,22.05.13
Oberegg,79.3,19.11.08
Märstetten,79.3,19.11.14
Untervaz,79.4,22.12.11
Anwil,79.5,23.03.15
Genf,79.6,30.06.15
Tafers,79.6,06.06.12
Au,79.7,23.12.11
Uetikon,79.8,01.11.11
Assens,79.9,30.12.10
Grimisuat,80,20.09.12
Einsiedeln,80,27.09.11
Avenches,80,15.02.12
Müstair,80.1,28.09.12
Stalden,80.1,06.01.15
Entlebuch,80.1,20.07.12
Iselisberg,80.1,26.09.13
Sevelen,80.1,01.04.14
Pfyn,80.2,30.09.13
Biezwil,80.3,23.12.13
Poschiavo,80.3,05.09.14
Hofstatt,80.3,11.05.15
Orvin,80.3,21.12.12
Uebeschi,80.3,09.10.14
Seewis Dorf,80.4,18.12.12
Bad Ragaz,80.5,30.09.14
Oberembrach,80.6,28.12.11
Le Lignon,80.6,22.12.09
Spreitenbach,80.6,29.02.12
Malans,80.6,25.08.15
Rieden,80.9,06.01.15
Eppenberg,81.1,02.08.13
Rosshäusern,81.2,20.12.11
Scheuren,81.2,31.03.15
Giswil,81.3,29.04.16
Hüttlingen,81.5,12.03.15
Münchenstein,81.5,15.12.11
Burgdorf,81.5,21.12.11
Altstätten,81.6,15.12.11
Martigny,81.6,01.10.12
Inwil,81.6,25.03.15
Monthey,81.6,23.12.11
Aeschi,81.7,16.12.11
Winterthur,81.7,23.12.11
Root,81.8,20.12.11
Buochs,81.9,02.01.15
Meyrin,81.9,23.12.13
St. Erhard,82,23.12.11
Provence,82.1,29.11.11
Alikon / Sins,82.1,30.12.13
Werthenstein,82.1,27.07.12
Rothenburg,82.2,06.06.14
Zug,82.2,25.09.15
Kesswil,82.2,18.11.13
Schönenberg,82.3,30.03.15
Stalden,82.4,23.12.11
Stalden,82.4,23.12.11
Büren zum Hof,82.5,27.02.12
Altstätten,82.5,11.11.11
Winden,82.5,06.07.11
Oberhofen,82.5,17.11.14
Birmensdorf,82.5,04.12.13
Benken,82.6,30.12.11
Rheinfelden,82.6,05.05.14
Rheinfelden,82.6,05.05.14
Tramelan,82.7,22.10.14
Le Noirmont,82.7,14.10.10
Wislikofen,82.8,26.08.11
Matzendorf,82.9,11.11.11
Seewen,83,10.11.11
Le Cerneux-Veusil,83,28.10.08
Steinach,83.1,15.11.13
Villarlod,83.2,20.12.11
Klosters Dorf,83.2,06.11.12
Nürensdorf,83.2,14.11.13
Dietikon,83.2,22.07.16
Ebersecken,83.2,23.09.13
Walterswil,83.3,08.12.11
Zignau,83.4,31.10.13
Hellbühl,83.4,22.03.11
Genolier,83.6,27.12.10
Sursee,84,25.04.12
Villaz-St-Pierre,84,26.09.11
Kiesen,84,01.05.14
Recherswil,84,09.12.11
Farden,84,10.10.14
Basel,84.1,04.10.10
Mörschwil,84.2,05.09.11
Visperterminen,84.2,15.09.13
Laax,84.2,30.09.14
Trübbach,84.2,16.06.15
Menzingen,84.2,26.03.15
Rickenbach,84.2,06.01.15
Engishofen,84.3,05.01.15
Mettmenstetten,84.4,19.12.13
Jonschwil,84.5,30.01.09
Weiningen,84.5,23.10.12
Kiesen,84.5,04.09.12
