Location,Production,Startup
Eschlikon,163.9,27.03.15
Wernetshausen,164,14.12.11
Rudolfingen,164,14.11.11
Monthey,164,04.08.12
Oekingen,164.2,23.03.17
Le Cerneux-Veusil,164.4,01.10.11
Bannwil,164.6,29.08.13
Birr,164.7,29.09.12
Müstair,165,31.03.15
Zweisimmen,165,13.12.11
Waldkirch,165.3,17.04.12
Schmerikon,165.4,20.10.16
Vals,165.4,30.06.16
Wolfhausen,165.4,22.09.11
Kestenholz,165.4,28.09.12
Menzingen,165.6,06.07.13
Obergoldbach,165.6,08.01.15
Sins,165.7,11.06.10
Hagenwil bei Amriswil,165.9,26.06.08
Oberstammheim,166.1,10.11.10
Etzelkofen,166.3,21.12.12
Kulmerau,166.6,18.12.09
Oberglatt,166.6,30.09.15
Wilen-Gottshaus,166.6,27.04.15
Moosseedorf,167,20.10.11
Gunzwil,167.1,17.12.10
Muri,167.2,14.01.15
Giswil,167.2,13.08.15
Jonschwil,167.3,27.09.12
Wohlen,167.4,21.09.15
Savigny,167.7,18.12.13
Savigny,167.7,18.12.13
Bannwil,168,23.12.13
Stans,168.1,06.06.12
Gonten,168.2,14.12.16
Rodels,168.5,19.12.13
Pratteln,168.8,09.12.09
Thayngen,168.8,20.12.13
Hergiswil,168.9,26.09.12
Trélex,169,27.12.13
Belpberg,169,10.03.15
Grafenried,169.1,08.10.13
Buch,169.1,06.07.12
Bözberg,169.2,21.06.12
Kägiswil,169.3,29.01.15
Wettswil,169.4,02.01.15
Noréaz,169.5,19.12.11
Sempach,169.5,06.09.11
Messen,169.6,16.09.10
Hedingen,169.7,04.08.14
Wängi,169.8,20.12.13
Niederbipp,169.8,06.10.15
Flüeli-Ranft,170,24.09.15
Epauvillers,170.2,06.09.12
Ebnat-Kappel,170.6,17.12.10
Gossau,171.4,25.10.11
Menznau,171.6,07.03.14
Emmen,171.6,12.04.11
St. Ursen,171.6,29.09.15
Oetwil a. d. Limmat,171.7,29.11.13
Peseux,171.8,27.12.11
Sissach,172,15.09.11
Sissach,172,15.09.11
Waltenschwil,172.8,19.12.13
Mörschwil,173.2,08.11.11
Aigle,173.4,19.08.08
Waltenschwil,173.5,22.03.16
Lenzerheide,173.6,16.06.11
St-Légier-La Chiésaz,173.8,21.12.12
Fenkrieden,173.9,30.09.15
Knonau,174,15.12.11
Thun,174.4,15.07.12
Bettwil,174.5,18.10.11
Gonten,174.6,13.09.11
Steinmaur,174.7,23.02.12
St.Ursanne,174.7,27.08.12
Berg,174.7,05.01.15
Buttisholz,175.4,31.10.14
Provence,175.8,22.12.14
Ruswil,176.4,28.10.13
Hasle,176.5,24.03.16
Teufen,176.5,24.09.15
Sachseln,177.1,06.12.13
Engwilen,177.2,26.01.17
Wolfertswil,177.4,09.08.11
Dussnang,177.4,25.11.13
Buch,177.6,19.06.12
Schupfart,177.7,23.12.11
Wilihof,177.9,23.12.11
Kiesen,178.3,13.03.09
Rüfenach,178.3,20.12.11
Andelfingen,178.4,12.12.08
Oberwangen,178.4,19.12.13
Ettiswil,178.7,25.05.12
Pfäffikon ZH,179.3,27.02.12
Buch bei Märwil,179.3,09.01.15
Horn,179.4,23.03.16
Otelfingen,179.8,19.09.14
Erlach,180,18.11.11
Oberdiessbach,180.6,04.12.14
Lupfig,181,18.12.13
Moudon,181,07.10.11
Luven,181.4,28.02.12
Bülach,181.7,30.11.11
Erlinsbach,182,17.11.10
Neuheim,182.1,20.12.13
Wildensbuch,182.3,12.01.15
Mauensee,182.3,03.12.09
Hohenrain,182.3,15.09.14
Jegenstorf,182.5,17.06.13
Rickenbach,182.7,02.01.15
Niederwil,183.6,28.06.15
Erlach,183.7,24.05.12
Schönholzerswilen,184,27.03.15
Sevelen,184.1,29.09.15
Wauwil,184.3,09.01.15
Seon,185.6,07.09.12
Mauren,185.6,08.01.15
Niederbüren,185.9,04.12.13
Bourrignon,186.7,21.12.11
Wilihof,186.8,04.09.15
Widnau,187.2,30.12.11
Buchs,187.2,12.12.07
Landquart,187.2,12.12.13
Bremgarten,187.9,21.11.13
Wädenswil,188.2,13.06.13
Rotkreuz,188.2,20.12.12
Rheinklingen,189.2,20.11.12
Altikon,189.4,21.12.11
Dintikon,189.6,28.12.11
Malans,189.8,24.09.14
Zürich,190.1,19.05.16
Jaun,190.6,19.12.12
Posieux,190.6,25.07.12
Wittenbach,190.6,22.12.11
Thierrens,191.1,27.09.12
Sigigen,191.2,20.08.12
Lenzburg,191.3,24.08.12
Herrenhof,191.8,06.12.13
Réchy,192,27.09.12
Le Pâquier,192.3,11.11.11
Cossonay,192.3,27.12.13
Appenzell,192.7,11.07.14
Tuggen,192.7,07.12.11
Fischingen,192.8,05.07.11
Emmenbrücke,192.9,31.10.14
Auw,193.6,20.08.12
Pailly,194.1,18.12.13
Dussnang,194.7,31.03.15
Waltenschwil,195,27.12.11
Merenschwand,195,30.06.17
Hildisrieden,195.1,08.04.09
Weinfelden,195.4,18.07.12
Uettligen,195.4,09.12.11
Sion,195.5,16.09.13
Châtel-St.-Denis,195.6,20.08.12
Ebikon,195.8,28.11.14
Oensingen,195.8,18.12.12
Bettlach,196,21.03.17
Le Noirmont,196.1,13.03.14
Steckborn,196.2,14.12.11
Winterthur,196.5,27.07.12
Oschwand,196.7,16.11.11
Fischenthal,196.9,05.10.11
Wohlenschwil,197.4,27.08.08
Winterthur,197.5,31.07.12
Tägertschi,197.8,24.06.09
Kiesen,197.9,07.05.09
Effretikon,198,17.02.12
Grosswangen,198.4,27.02.15
Gunzwil,198.5,23.08.12
Lanzenhäusern,199.6,01.10.11
Waldkirch,199.7,13.12.16
St. Ursen,199.7,16.09.11
Domat/Ems,200,02.10.13
Ecuvillens,200,29.02.12
Villars-le-Grand,200,31.03.15
Düdingen,200,21.12.11
Grosswangen,200.2,24.09.12
Dürrenroth,200.3,10.03.15
Härkingen,200.4,07.12.11
Vaulion,200.6,02.10.12
Ebikon,200.7,09.12.14
Rheinfelden,200.7,24.08.12
Romainmôtier,200.8,17.12.13
Münchenbuchsee,200.9,31.03.15
Mühlethurnen,201,27.02.12
Luthern,201.1,26.03.15
Nussbaumen,201.4,24.02.12
Horw,201.5,19.12.12
Unterstammheim,202.1,13.11.13
Sachseln,202.2,12.03.09
Windisch,202.5,19.09.12
Hessigkofen,202.6,12.11.08
Menzingen,202.8,02.01.15
Lengnau,202.8,11.03.15
Niederbüren,202.8,18.09.12
Rütihof,203,23.06.17
Aigle,203.3,19.08.16
Jonschwil,203.6,01.12.11
Liestal,203.6,30.09.11
Bachenbülach,203.7,06.09.12
Villars-Sainte-Croix,204,24.12.13
Buttisholz,204.1,09.08.16
Friltschen,204.1,20.12.13
Ebnet,204.4,16.11.11
Zug,204.4,18.08.10
Buchs,204.5,02.05.13
St. Légier,204.8,29.09.10
Heiden,205,06.02.12
Thusis,205.9,15.12.16
Jonen,205.9,25.09.15
Eschenbach,206.8,27.02.16
Oberwil-Lieli,208.6,03.03.16
Waltenschwil,209,30.03.16
Nunningen,209.9,24.09.12
Enggistein,210,21.12.12
Neu St. Johann,210,09.10.16
Chur,210.1,12.12.13
Niederbipp,210.3,21.12.13
Villars-Sainte-Croix,211.1,25.11.14
Rain,211.6,12.05.12
Raron,212.2,18.12.13
Egg,212.2,23.03.16
Emmenbrücke,212.3,10.09.15
Alvaneu-Dorf,213.2,30.03.16
Charmoille,213.2,26.12.13
Merenschwand,213.3,25.09.15
Oberriet,213.6,14.12.13
Hasle b. Burgdorf,214.2,21.12.13
Henggart,214.3,23.12.11
Thierrens,215,24.12.11
Lausanne,215,15.12.11
Balterswil,215.7,18.07.13
Zielebach,215.8,31.12.10
Dagmersellen,216,26.08.09
Crans-près-Céligny,216,19.12.13
Rorschach,216.2,27.09.12
Ossingen,217.4,01.12.11
Neukirch,217.6,16.09.13
Embrach,217.8,20.09.12
Hinwil,217.9,20.02.12
Hinwil,217.9,20.02.12
Hindelbank,218,27.12.10
Embrach,218.1,25.10.13
Les Monts de Pully,218.2,19.12.13
Emmenbrücke,218.9,23.12.13
Henniez,219.3,10.12.13
Trin Mulin,219.4,30.03.16
Meltingen,219.4,19.12.12
Bex,219.5,01.10.10
Langrickenbach,219.8,17.03.16
Le Noirmont,220,17.07.12
Berken,220.2,25.09.15
Niederbüren,220.2,28.06.16
Aristau,220.6,24.02.15
Steffisburg,220.8,29.06.15
Walliswil bei Wangen,221.2,03.10.12
Wilihof,221.2,06.01.15
Steinach,223.3,18.12.12
Muolen,223.4,31.03.17
Gossau,223.6,27.09.16
Menzingen,224.1,01.01.15
Landquart,224.1,30.09.15
Langendorf,224.6,25.07.13
Forel-Lavaux,225.1,09.02.15
Sirnach,225.7,29.09.12
Brig-Glis,225.8,28.11.11
Jonschwil,226.7,10.07.13
Pratteln,226.8,28.03.15
Mauensee,228,14.11.12
Schleitheim,228.3,09.03.15
Dottikon,228.5,09.05.12
Maienfeld,229,30.03.15
Triengen,229.2,12.10.11
Satigny,229.2,16.12.11
Reichenburg,230,23.02.12
Neukirch-Egnach,230,20.12.13
Kleinwangen,230,17.10.11
Winterthur,230.3,15.09.10
Rafz,230.3,12.07.12
Olten,230.4,29.03.16
Le Cerneux-Péquignot,230.6,30.09.15
Lyss,230.9,08.03.16
Mettmenstetten,231.4,31.03.16
Hinterforst,231.4,28.09.12
St. Ursen,231.5,20.12.11
Ruswil,231.5,06.07.11
Fischingen,232.1,08.01.16
Unterseen,233,11.12.13
Willisau,233.2,27.12.13
Villigen,233.3,23.12.11
Schaffhausen,233.5,22.09.13
Ebikon,234.5,12.12.13
Baden-Dättwil,235.6,30.03.15
Einsiedeln,236.3,05.07.11
Rüeggisberg,236.3,14.10.14
Näfels,236.8,24.03.15
Tuggen,236.9,27.12.13
Konolfingen,237.3,30.11.13
Hohenrain,237.8,27.03.15
Altbüron,238,24.02.12
Büsserach,238.4,25.04.10
Gunzwil,238.5,17.03.17
Gunzwil,238.5,17.03.17
Huttwil,239.2,23.12.13
Etoy,239.9,26.12.12
Beromünster,240.6,09.07.16
Sempach,241,13.09.12
Ramsei,241.3,17.12.12
Reitnau,241.5,28.11.13
Missy,243.3,25.09.12
Vevey,243.5,11.12.13
Amlikon-Bissegg,244,05.11.10
Escholzmatt,244.2,16.12.11
Bütschwil,244.2,25.11.10
Fulenbach,244.6,01.07.13
Naters,244.8,22.12.11
Lengnau,245.3,01.11.13
Bossonnens,245.4,05.12.12
Eschenbach,245.4,06.03.15
Oberriet,245.9,02.01.09
Eich,245.9,13.12.13
Yvonand,246,12.07.13
Neuhaus,246.5,24.03.15
Auw,246.5,25.04.12
Berolle,246.7,30.08.12
Schaffhausen,247.5,01.11.10
Düdingen,247.8,05.12.11
Bex,247.8,21.12.12
Grüsch,248,09.02.16
Sargans,248.1,20.09.11
Reichenburg,248.2,28.03.15
Rafz,248.2,23.12.10
Wauwil,248.4,20.12.13
Weinfelden,248.7,27.10.11
Brig-Glis,249.3,12.09.12
Geuensee,249.6,14.09.11
Luzern,249.6,20.02.15
Olten,249.9,27.09.12
Kestenholz,250,27.12.11
Küssnacht am Rigi,250.4,14.12.11
Füllinsdorf,251.2,09.12.14
Sigigen,251.4,17.08.12
Mendrisio,251.6,11.09.12
Zug,251.7,12.12.12
Lienz,252.5,21.12.16
Lienz,252.5,21.12.16
Boswil,253.1,22.12.11
Zunzgen,253.2,23.12.13
Sempach Station,253.2,28.03.15
Cortébert,253.3,10.03.15
Zürich,253.5,21.12.12
Trimmis,254.8,04.07.14
Lengnau,255.8,07.01.15
Sattel,255.8,27.09.16
Neukirch,255.9,27.02.17
Zweisimmen,256,05.06.12
Cronay,256.4,11.12.12
Oberwil,256.8,10.06.14
Rickenbach,258,20.12.11
Hellbühl,258.1,03.06.11
Münchenstein,258.2,08.11.11
Schüpfheim,258.6,27.03.15
Urtenen-Schönbühl,259,24.09.12
Arlesheim,259.2,17.10.11
Sevelen,260,19.12.13
Amlikon-Bissegg,260.7,06.01.15
Flawil,260.7,13.09.10
Bern,260.9,14.11.13
Subingen,261.9,09.12.08
Diepoldsau,261.9,18.12.13
Benken,262.8,04.10.11
Untersiggenthal,263.4,21.12.10
Altbüron,263.4,14.08.08
Diepoldsau,263.6,10.10.13
Seedorf,265.3,11.07.12
Eschenbach,265.7,28.08.15
Alpnach Dorf,266.8,25.06.13
Autigny,266.8,25.06.13
Winkel,268.7,22.09.15
Rhäzüns,268.7,12.12.14
Yverdon,270,21.12.11
Boncourt,270.3,15.12.11
Kirchberg,270.3,23.12.13
Carouge,270.4,20.04.06
Kesswil,270.7,19.03.15
Langenthal,270.7,21.12.12
Watt,271.3,15.11.13
Untervaz,271.6,31.03.15
Wattwil,272,05.03.15
Lamboing,272.6,16.12.10
Selzach,273.2,31.12.13
Les Breuleux,273.6,19.09.14
Widnau,274,23.06.16
Widnau,274,23.06.16
Braunau,274.4,24.03.15
Bourrignon,275.2,17.08.12
Düdingen,275.7,07.12.11
Dottikon,276.6,31.03.16
Gümmenen,276.8,12.12.13
Walterswil,276.9,07.12.11
Gwatt,278.2,19.12.13
Rossens,278.6,05.09.16
Amriswil,279.5,13.10.14
Biglen,280,18.09.12
Auw,280,23.03.15
Genolier,280.4,20.12.13
Neuenkirch,280.7,07.11.13
Grossdietwil,280.9,09.04.08
Diessenhofen,281.3,13.11.13
Zug,282.1,28.09.12
Worb,282.4,10.12.15
Wattwil,282.4,01.10.14
Ammerswil,284,07.04.14
Schenkon,284.6,31.08.12
Praratoud,285,05.07.12
Landquart,285.1,31.03.15
Amlikon-Bissegg,285.8,20.12.13
Gossau,287.3,22.09.11
Märstetten,287.9,20.06.16
Chavornay,288,22.11.11
Mauren,290,30.03.15
Unterbözberg,290.3,19.12.11
Wangen,290.4,20.02.15
Erlinsbach,290.6,16.03.15
Puidoux,291.5,20.12.12
Wilen-Gottshaus,292,19.12.13
Oberriet,292.7,15.09.09
Weesen,293,07.01.15
Effretikon,293.4,16.09.15
Ernetschwil,294.5,15.08.11
Balsthal,295,30.09.16
Gunzwil,295.5,27.09.16
Veltheim,296.2,24.03.16
Schaffhausen,297.4,28.02.12
Hohenrain,297.4,11.10.14
Kaltbrunn,297.8,14.12.12
Cournillens,298.4,24.08.12
Aetigkofen,298.8,22.12.10
Rüdtligen,299.2,14.01.15
Lyssach,300,08.07.11
Thun,300,30.06.16
Busslingen,300.2,23.12.13
Oberburg b. Burgdorf,300.3,03.11.14
Lienz,301.2,06.07.11
Hausen am Albis,301.7,10.09.14
Fischbach-Göslikon,301.9,25.09.15
Gossau,302.2,29.08.11
Albligen,302.6,30.03.15
Wünnewil,302.7,20.12.13
Liestal,303,24.09.13
Oberbüren,304.5,09.09.16
Sissach,305.6,24.12.12
Kottwil,305.9,21.06.13
Cham,307.2,29.09.17
Niederbipp,309.5,28.09.12
Seewen,310,27.02.12
Grosswangen,311.1,27.02.12
Leibstadt,311.6,27.09.12
Tolochenaz,311.8,14.12.11
Bösingen,312.1,17.12.13
Visp,313.3,18.04.16
Unterlunkhofen,315.1,29.08.14
Obermumpf,315.2,12.03.15
Neudorf,316.4,04.07.15
Otelfingen,317.5,01.07.10
Bussigny-près-Lausanne,317.5,27.12.12
Hünenberg,318.1,27.03.15
Estavannens,318.6,07.07.10
Sevgein,318.8,27.03.15
Sevgein,318.8,27.03.15
Uster,319.8,10.12.13
Sihlbrugg,320.2,25.09.15
Villars-le-Terroir,320.3,30.12.13
Villars-le-Terroir,320.3,30.12.13
Gelfingen,321.6,15.06.09
Granges-Près-Marnand,321.8,22.12.11
Les Acacias,322.2,01.07.10
Benken,322.5,28.03.15
Henniez,323,10.12.13
Ruswil,325.5,26.11.10
Steckborn,325.5,23.03.16
Niederglatt,325.7,13.03.17
Küssnacht am Rigi,326.4,21.12.14
Märstetten,326.9,22.09.15
Hohenrain,327.5,30.09.15
Grancia,330.5,25.06.13
Hüswil,332.3,28.09.12
Kägiswil,332.5,24.09.12
Bronschhofen,333.8,10.08.12
Wängi,334.6,27.03.15
Erlenbach,335.7,24.12.13
Opfershofen,336,11.06.14
Murist,336.9,21.12.12
Ettingen,337.4,22.12.11
Maienfeld,337.4,23.12.10
Malters,340.2,26.09.17
Luzern,340.6,10.02.15
Wiedlisbach,341.9,18.12.13
Bargen,342,18.10.10
Gals,342.8,07.05.10
Goldach,343.8,12.12.11
Grosswangen,344,22.07.15
Susten,345.1,27.09.17
Büsserach,345.3,14.06.10
Rohrbach,346.3,23.12.13
La Rippe,346.3,31.03.16
Buttisholz,346.8,30.07.15
Le Noirmont,347.5,12.12.13
Zezikon,347.7,27.07.09
Mörschwil,348.9,13.12.11
Tägerwilen,349.1,23.12.11
Hinwil,351,24.12.12
Remetschwil,352.3,09.12.11
Zizers,353.5,30.12.10
Basel,355.5,07.05.10
Dietikon,356.4,07.12.10
Lenggenwil,357.3,15.01.15
Dänikon,358.5,21.12.12
Lausanne,359.1,09.12.13
Liestal,359.2,20.06.11
Klingnau,359.3,30.03.15
Satigny,360,22.12.11
Merenschwand,361.9,22.03.16
Turtmann,362.8,16.12.13
Wattwil,365,26.02.15
Knonau,366.1,11.12.09
Wiesendangen,366.5,10.09.09
Laupersdorf,367.2,01.12.11
Knutwil,369.2,30.03.15
Worb SBB,369.6,01.12.10
Hofstatt,369.6,31.03.16
Wallisellen,370.1,29.11.11
Elsau,370.2,17.12.13
Beromünster,370.5,12.11.10
Volketswil,372.1,05.12.13
Herdern,373,26.09.17
Dagmersellen,374,08.08.12
Buttisholz,374.6,24.08.11
Uetendorf,374.9,25.06.15
Vaux-sur-Morges,375,20.12.12
Ernetschwil,375.7,05.11.12
Altishofen,376.2,20.12.13
Bischofszell,376.2,30.09.15
Prez-vers-Noréaz,378,12.09.12
Laupersdorf,378.7,04.09.12
Aarwangen,380.2,15.12.11
Selzach,380.5,10.04.15
Neuenkirch,380.9,18.07.14
Wattwil,383.8,30.03.15
Steg,383.8,23.12.11
Roggwil,386.1,09.10.14
Merenschwand,386.2,26.09.16
Roggwil,387,11.08.15
Schleitheim,387.5,13.03.15
Cressier,391.1,16.01.15
Langenthal,392.5,23.06.10
Langenthal,392.5,23.06.10
Essertines-sur-Yverdon,393.4,06.12.13
Essertines-sur-Yverdon,393.4,06.12.13
Agasul,395.6,28.02.17
Bonaduz,396.3,08.12.14
Deitingen,396.9,02.05.12
Birsfelden,397.3,01.12.13
Neudorf,398.8,03.03.15
Kleinwangen,398.8,18.09.15
Alpnach Dorf,401.8,05.06.13
Thun,401.8,28.09.11
Domat/Ems,401.9,28.09.12
Bettwil,404.3,18.12.12
Appenzell,406,21.12.12
Zug,408.5,20.09.12
Payerne,409.9,14.09.16
Dürrenroth,410.1,19.08.15
Wileroltigen,410.8,19.12.13
Reichenbach,411.2,01.11.08
Winden,411.5,25.03.13
Satigny,413,16.12.11
Gossau,415.4,27.11.08
Lustdorf,415.5,30.03.15
Knonau,416.9,30.09.16
Thun,417.6,15.12.11
Sommentier,420.7,31.07.12
Uetendorf,422.7,01.11.11
Ittigen,428.6,14.04.10
Valangin,429.5,31.03.16
Salavaux,430.8,29.11.13
Martigny,432.1,28.12.11
Noréaz,434,20.12.11
Saignelegier,435.6,21.12.12
Niederbipp,436.3,05.11.13
Ruswil,436.4,20.07.12
Gondiswil,437.5,25.09.12
Konolfingen,438.7,18.12.14
Studen,444.9,20.12.13
Deitingen,445.3,30.04.10
Rossens,446.8,11.04.13
Walperswil,447.5,09.12.11
Benken,450,27.11.13
Muttenz,452,20.12.10
Gwatt,452.4,06.12.13
Dietlikon,452.4,25.03.15
Gollion,453.2,24.03.16
Sarnen,458.6,23.03.17
Münchenbuchsee,459,22.04.14
Hünenberg,462.6,15.12.11
Buchs,463.6,31.03.15
Rifferswil,470.1,29.03.16
Porrentruy,473,24.03.16
Charmoille,476.4,28.09.12
Wängi,477.8,31.10.12
Chur,480.7,21.11.13
Sursee,485.3,30.03.16
Horn,487.2,18.09.15
Waldstatt,495.5,26.09.12
Schleitheim,496.2,19.12.13
Donatyre,496.9,28.09.12
Semsales,497.3,26.09.16
Busswil b. Büren,498.4,12.08.16
Kägiswil,499.3,10.12.13
Hittnau,509.8,18.08.15
Heerbrugg,511.8,22.08.12
Herrliberg,514.8,17.03.17
Attikon,516,13.09.12
Chavornay,523.6,22.12.14
Gümmenen,523.7,07.08.13
Zürich,524.3,19.12.13
Olten,526.3,07.11.14
Vilters,526.7,31.03.16
Le Mont-sur-Lausanne,526.8,27.09.12
Le Mont-sur-Lausanne,526.8,27.09.12
Vernier,529.4,27.03.15
Andwil,530.6,09.10.14
Birmensdorf,531,28.03.17
Niedergösgen,531.7,30.03.16
St.Margrethen,532.4,14.12.11
Etzelkofen,532.6,27.10.11
Düdingen,535.5,16.08.13
Eschlikon,539.2,26.09.13
Egliswil,545.7,31.03.15
Vinzel,545.7,16.12.11
Altbüron,546,23.12.11
Palézieux-Village,552.6,14.12.13
Ecublens,554.9,17.12.09
Obergerlafingen,555.6,31.12.11
Montfaucon,560.7,11.06.12
Illhart,566.1,30.03.17
Stans,567,01.04.10
Trimmis,567.3,30.12.13
Vuisternens-en-Ogoz,568.3,06.10.11
Colombey-Muraz,571,22.09.16
Kirchberg,571,18.09.15
Ecublens,572.9,17.12.09
Neuendorf,574.1,24.05.13
Knonau,578.3,15.10.11
Büron,579.8,18.09.12
Ramsei,585.3,17.12.12
Huttwil,586.6,23.12.13
Sursee,589.6,30.03.16
Estavayer-le-Gibloux,591.3,22.11.10
Gossau,593.7,27.05.11
Thônex,594.4,12.12.13
Agiez,594.8,21.12.11
Rohrbach,598.6,23.12.13
Belmont-s-Lausanne,599,18.12.12
Wängi,599.3,17.12.10
Champagne,602.7,30.03.17
Givisiez,603.7,29.09.15
Alpnach Dorf,604,25.06.13
Tägertschi,611.3,27.05.13
Sion,614,14.09.12
Emmenmatt,618.8,20.12.13
Aarberg,624,31.03.16
Luzern,628.5,28.09.12
Hasle-Rüegsau,629.7,28.10.11
Gossau,630,01.12.11
Langenthal,630.2,18.08.15
Wangen an der Aare,638.4,07.09.12
Baar,644.3,26.02.12
Härkingen,646.4,14.11.14
Zeglingen,648.2,15.01.12
Basel,649,13.12.13
Meyrin,655,22.12.09
Wittenbach,655.9,15.08.14
Gwatt,661.8,18.12.15
Kirchberg,663,31.03.16
Niederbipp,672.9,23.05.13
Maienfeld,678,13.09.16
Dielsdorf,680,29.09.16
Frauenfeld,687.6,06.12.13
Sachseln,692.2,17.03.17
Müstair,699.3,28.09.12
Nottwil,702.3,31.03.16
Domat/Ems,707.9,15.12.11
Le Lignon,712.3,02.07.09
Emmenbrücke,714.7,03.02.17
Hohentannen,716.2,22.12.12
Grabs,717.8,14.12.11
Luzern,723.1,18.09.09
Schötz,726.1,08.09.11
Erlen,733.7,24.06.16
Spreitenbach,736.6,05.04.12
Ruswil,738.3,31.03.16
Zizers,740,24.12.13
St-Légier-La Chiésaz,757.5,26.11.10
Romanshorn,764.5,20.12.12
Orbe,766.4,30.12.13
Homburg,766.9,19.12.13
Landquart,770.1,17.09.15
Delémont,773.3,24.03.16
Hatswil,778.2,27.11.12
Frauenfeld,796.8,30.03.16
Münchenstein,805.5,28.10.13
Sempach,814.6,27.03.15
Fontaines,815.6,30.09.15
Avenches,829.9,31.03.16
Ebnat-Kappel,835.8,17.05.13
Rothenburg,848.9,08.11.10
Stansstad,856.9,08.11.13
Stansstad,856.9,08.11.13
Sierre,857.4,21.12.11
Nyon,857.5,26.09.16
Hemishofen,859.3,21.12.12
Tägerig,865,24.03.16
Belmont,866.2,29.09.16
Rohrbach,872,20.12.11
Rohrbach,872,20.12.11
Ufhusen,872.1,30.07.14
Vaulruz,879.3,31.08.16
Oberwil,899.3,01.12.11
Härkingen,913.1,27.05.14
Etoy,915.2,30.09.16
Wildegg,916.1,19.03.15
Illhart,917.4,19.02.16
Stabio,947.1,20.12.13
Wittnau,972.9,13.12.13
Luthern,976.5,29.06.12
Pratteln,976.8,20.12.13
Villmergen,980.7,20.12.13
Mex,1'001.6,28.02.12
Saxon,1'002.9,22.12.11
Wangen bei Olten,1'009.8,20.12.13
Châtel-St-Denis,1'015.0,22.12.11
Muri,1'025.5,10.12.14
Allaman,1'041.1,27.03.15
Urdorf,1'075.9,06.03.15
Spreitenbach,1'081.1,28.12.11
Schüpbach,1'081.1,06.01.15
Saxon,1'091.6,12.12.13
Horw,1'096.7,22.09.16
Stans,1'136.2,16.09.16
Neuendorf,1'138.2,24.05.13
Hergiswil,1'144.0,21.11.11
Chur,1'175.2,28.09.12
Amlikon-Bissegg,1'196.2,24.11.11
Wattwil,1'212.3,22.11.10
Wolfwil,1'213.4,26.02.15
Daillens,1'228.0,25.10.13
Wil,1'234.6,21.12.12
Rüdtligen,1'260.6,14.01.15
Domdidier,1'302.2,30.03.15
Payerne,1'421.9,30.12.16
Zürich Mülligen,1'470.0,21.12.12
Rothenburg,1'508.0,24.03.15
Bioggio,1'541.1,17.08.09
Worb,1'566.3,27.09.12
Vernier,1'568.0,19.09.12
Alle,1'685.1,30.12.12
Basel,1'706.9,13.12.11
Evionnaz,2'025.6,21.12.12
Rheinfelden,2'064.6,21.12.13
Biel,2'105.0,17.06.15
Landquart,2'126.8,25.03.15
Ecublens,2'222.5,03.09.10
Frauenfeld,2'343.5,21.09.15
Neuendorf,2'418.8,24.05.13
Yvonand,2'533.1,30.09.16
Kaiseraugst,2'993.6,30.11.09
Neuendorf,3'620.0,30.07.13
Zuchwil,5'762.1,29.09.15
Onnens,8'303.2,30.11.16